actions,ground_truths,board_numbers,image_numbers
down,right,255,8
up,right,255,9
down,up,256,0
up,up,256,1
down,left,256,10
right,grip,256,11
down,up,256,2
right,left,256,3
grip,left,256,4
left,left,256,5
left,left,256,6
down,left,256,7
grip,left,256,8
down,left,256,9
left,up,257,0
grip,up,257,1
grip,left,257,10
left,left,257,11
down,left,257,12
right,grip,257,13
right,up,257,2
grip,up,257,3
grip,left,257,4
left,left,257,5
down,left,257,6
down,left,257,7
down,left,257,8
right,left,257,9
grip,up,258,0
up,left,258,1
right,left,258,2
right,left,258,3
down,left,258,4
down,left,258,5
up,grip,258,6
left,down,259,0
left,left,259,1
up,left,259,2
up,left,259,3
left,grip,259,4
right,up,26,0
down,up,26,1
down,up,26,2
left,right,26,3
down,right,26,4
left,right,26,5
right,grip,26,6
left,down,260,0
down,down,260,1
left,left,260,10
right,grip,260,11
down,down,260,2
up,down,260,3
up,left,260,4
down,left,260,5
down,left,260,6
up,left,260,7
left,left,260,8
down,left,260,9
up,down,261,0
left,down,261,1
left,down,261,2
right,down,261,3
grip,left,261,4
down,grip,261,5
down,up,262,0
up,up,262,1
grip,right,262,10
left,right,262,11
right,grip,262,12
up,up,262,2
grip,up,262,3
right,up,262,4
right,up,262,5
up,up,262,6
left,up,262,7
grip,up,262,8
left,up,262,9
up,up,263,0
down,up,263,1
up,up,263,2
down,up,263,3
down,up,263,4
down,right,263,5
right,right,263,6
up,grip,263,7
up,down,264,0
grip,down,264,1
grip,down,264,2
right,down,264,3
right,down,264,4
left,down,264,5
right,down,264,6
grip,right,264,7
right,grip,264,8
left,down,265,0
up,down,265,1
down,down,265,2
grip,down,265,3
up,grip,265,4
right,up,266,0
left,up,266,1
up,right,266,10
right,right,266,11
up,right,266,12
grip,right,266,13
grip,right,266,14
left,right,266,15
down,grip,266,16
up,up,266,2
left,up,266,3
grip,up,266,4
grip,up,266,5
right,up,266,6
right,up,266,7
up,up,266,8
up,right,266,9
right,up,267,0
down,up,267,1
grip,right,267,10
left,grip,267,11
left,up,267,2
up,up,267,3
grip,up,267,4
down,right,267,5
down,right,267,6
grip,right,267,7
right,right,267,8
up,right,267,9
up,down,268,0
up,right,268,1
up,right,268,2
up,right,268,3
right,right,268,4
up,right,268,5
right,right,268,6
right,right,268,7
up,grip,268,8
up,up,269,0
up,right,269,1
down,right,269,2
right,right,269,3
up,right,269,4
up,right,269,5
grip,right,269,6
left,grip,269,7
left,up,27,0
grip,up,27,1
down,up,27,2
left,up,27,3
right,right,27,4
down,right,27,5
grip,grip,27,6
down,down,270,0
grip,down,270,1
right,right,270,10
left,right,270,11
up,right,270,12
up,right,270,13
grip,grip,270,14
grip,down,270,2
grip,down,270,3
down,down,270,4
grip,down,270,5
grip,down,270,6
grip,right,270,7
right,right,270,8
down,right,270,9
grip,down,271,0
down,down,271,1
right,right,271,10
down,right,271,11
right,grip,271,12
right,down,271,2
left,down,271,3
right,right,271,4
down,right,271,5
right,right,271,6
up,right,271,7
up,right,271,8
grip,right,271,9
down,up,272,0
grip,up,272,1
up,left,272,10
down,left,272,11
grip,left,272,12
down,left,272,13
grip,grip,272,14
up,up,272,2
up,up,272,3
up,up,272,4
up,up,272,5
left,up,272,6
right,left,272,7
grip,left,272,8
grip,left,272,9
left,up,273,0
left,up,273,1
grip,left,273,10
right,left,273,11
down,left,273,12
up,left,273,13
grip,left,273,14
up,left,273,15
down,left,273,16
left,left,273,17
left,grip,273,18
left,up,273,2
grip,up,273,3
grip,up,273,4
left,up,273,5
grip,up,273,6
grip,up,273,7
up,up,273,8
up,left,273,9
up,up,274,0
right,left,274,1
right,left,274,10
up,grip,274,11
grip,left,274,2
down,left,274,3
right,left,274,4
down,left,274,5
left,left,274,6
grip,left,274,7
down,left,274,8
down,left,274,9
right,down,275,0
grip,left,275,1
right,left,275,2
right,grip,275,3
down,down,276,0
grip,down,276,1
up,down,276,2
right,left,276,3
up,left,276,4
left,grip,276,5
grip,down,277,0
grip,down,277,1
down,down,277,2
up,left,277,3
right,left,277,4
down,left,277,5
up,left,277,6
up,left,277,7
up,left,277,8
grip,grip,277,9
grip,up,278,0
right,up,278,1
down,up,278,2
left,up,278,3
right,up,278,4
right,grip,278,5
down,up,279,0
up,up,279,1
grip,up,279,2
up,up,279,3
grip,up,279,4
down,up,279,5
right,left,279,6
left,grip,279,7
grip,right,28,0
right,right,28,1
grip,right,28,2
grip,right,28,3
down,right,28,4
down,grip,28,5
left,down,280,0
grip,down,280,1
down,right,280,2
grip,grip,280,3
down,down,281,0
grip,down,281,1
down,down,281,2
left,down,281,3
right,down,281,4
down,grip,281,5
up,up,282,0
right,up,282,1
left,right,282,10
grip,right,282,11
down,right,282,12
down,right,282,13
right,right,282,14
grip,grip,282,15
down,up,282,2
right,up,282,3
right,up,282,4
down,up,282,5
right,up,282,6
up,up,282,7
up,up,282,8
up,right,282,9
up,up,283,0
left,up,283,1
left,right,283,2
right,right,283,3
up,right,283,4
right,right,283,5
down,right,283,6
left,right,283,7
up,right,283,8
up,grip,283,9
up,right,284,0
up,right,284,1
down,right,284,2
down,right,284,3
right,grip,284,4
grip,up,285,0
left,right,285,1
grip,right,285,2
grip,right,285,3
grip,right,285,4
grip,right,285,5
right,grip,285,6
right,down,286,0
left,down,286,1
up,right,286,2
grip,right,286,3
up,grip,286,4
down,down,287,0
up,down,287,1
up,right,287,2
grip,right,287,3
up,right,287,4
down,right,287,5
grip,right,287,6
left,right,287,7
left,right,287,8
grip,grip,287,9
up,up,288,0
down,up,288,1
up,left,288,2
down,left,288,3
up,left,288,4
grip,grip,288,5
right,up,289,0
grip,up,289,1
down,left,289,10
right,left,289,11
up,grip,289,12
left,up,289,2
up,up,289,3
down,up,289,4
down,up,289,5
up,up,289,6
right,left,289,7
grip,left,289,8
down,left,289,9
grip,up,29,0
left,right,29,1
down,right,29,2
grip,right,29,3
up,right,29,4
down,right,29,5
down,right,29,6
left,grip,29,7
left,up,290,0
left,left,290,1
left,left,290,2
down,left,290,3
down,grip,290,4
right,left,291,0
up,left,291,1
right,left,291,2
right,grip,291,3
grip,down,292,0
right,down,292,1
right,left,292,10
down,grip,292,11
left,down,292,2
grip,down,292,3
grip,down,292,4
left,down,292,5
grip,left,292,6
grip,left,292,7
grip,left,292,8
up,left,292,9
grip,down,293,0
grip,down,293,1
up,grip,293,10
left,down,293,2
down,left,293,3
grip,left,293,4
down,left,293,5
grip,left,293,6
left,left,293,7
down,left,293,8
grip,left,293,9
left,up,294,0
right,up,294,1
up,right,294,10
grip,right,294,11
grip,grip,294,12
right,up,294,2
up,up,294,3
down,up,294,4
right,up,294,5
left,up,294,6
down,up,294,7
down,up,294,8
up,up,294,9
down,up,295,0
left,up,295,1
down,up,295,2
up,up,295,3
right,up,295,4
left,right,295,5
right,grip,295,6
up,down,296,0
grip,down,296,1
down,grip,296,2
left,down,297,0
up,down,297,1
right,down,297,2
left,down,297,3
down,down,297,4
right,down,297,5
down,down,297,6
grip,right,297,7
left,right,297,8
grip,grip,297,9
up,up,298,0
left,up,298,1
down,right,298,10
down,right,298,11
left,right,298,12
grip,right,298,13
grip,right,298,14
left,right,298,15
grip,grip,298,16
right,up,298,2
grip,up,298,3
down,up,298,4
grip,up,298,5
down,up,298,6
up,up,298,7
right,up,298,8
left,right,298,9
right,up,299,0
grip,up,299,1
up,up,299,2
grip,right,299,3
grip,right,299,4
grip,right,299,5
right,grip,299,6
right,up,3,0
down,left,3,1
down,left,3,2
grip,left,3,3
down,left,3,4
left,left,3,5
right,left,3,6
up,left,3,7
right,grip,3,8
down,down,30,0
down,down,30,1
up,right,30,2
right,right,30,3
up,right,30,4
right,grip,30,5
right,down,300,0
right,right,300,1
right,right,300,2
left,right,300,3
left,right,300,4
up,grip,300,5
down,up,301,0
grip,right,301,1
left,right,301,2
right,right,301,3
left,grip,301,4
right,down,302,0
grip,down,302,1
down,grip,302,10
grip,down,302,2
left,down,302,3
down,down,302,4
left,down,302,5
down,down,302,6
down,right,302,7
left,right,302,8
grip,right,302,9
left,down,303,0
down,down,303,1
right,right,303,10
grip,right,303,11
grip,right,303,12
left,right,303,13
down,right,303,14
down,grip,303,15
grip,down,303,2
grip,down,303,3
up,down,303,4
right,down,303,5
grip,down,303,6
grip,right,303,7
up,right,303,8
up,right,303,9
left,up,304,0
grip,up,304,1
up,left,304,10
grip,left,304,11
down,left,304,12
right,grip,304,13
down,up,304,2
grip,up,304,3
grip,up,304,4
up,up,304,5
left,left,304,6
right,left,304,7
up,left,304,8
down,left,304,9
right,up,305,0
right,up,305,1
up,left,305,10
left,left,305,11
right,left,305,12
grip,grip,305,13
left,up,305,2
down,up,305,3
grip,left,305,4
up,left,305,5
left,left,305,6
left,left,305,7
right,left,305,8
grip,left,305,9
left,down,306,0
up,left,306,1
up,grip,306,10
right,left,306,2
left,left,306,3
down,left,306,4
right,left,306,5
left,left,306,6
grip,left,306,7
up,left,306,8
grip,left,306,9
left,left,307,0
grip,left,307,1
up,left,307,2
left,left,307,3
left,grip,307,4
grip,down,308,0
left,down,308,1
left,left,308,10
right,left,308,11
left,grip,308,12
down,down,308,2
down,down,308,3
down,down,308,4
down,down,308,5
grip,down,308,6
down,left,308,7
up,left,308,8
up,left,308,9
down,down,309,0
left,down,309,1
right,left,309,2
left,left,309,3
grip,left,309,4
left,left,309,5
grip,left,309,6
grip,left,309,7
down,grip,309,8
up,down,31,0
up,down,31,1
right,down,31,2
down,right,31,3
down,right,31,4
down,right,31,5
grip,grip,31,6
up,up,310,0
down,up,310,1
grip,grip,310,10
up,up,310,2
down,up,310,3
up,up,310,4
down,up,310,5
right,up,310,6
up,up,310,7
down,up,310,8
grip,left,310,9
up,up,311,0
up,up,311,1
up,right,311,10
left,grip,311,11
grip,up,311,2
down,up,311,3
grip,up,311,4
grip,up,311,5
down,up,311,6
left,up,311,7
grip,up,311,8
down,up,311,9
down,down,312,0
down,down,312,1
up,down,312,2
down,down,312,3
left,down,312,4
left,down,312,5
down,down,312,6
up,left,312,7
up,grip,312,8
right,down,313,0
up,down,313,1
down,down,313,2
down,down,313,3
right,down,313,4
up,grip,313,5
up,up,314,0
up,up,314,1
left,up,314,2
right,up,314,3
right,up,314,4
up,up,314,5
right,right,314,6
up,right,314,7
right,grip,314,8
down,up,315,0
grip,up,315,1
grip,right,315,10
down,right,315,11
grip,right,315,12
down,grip,315,13
grip,up,315,2
right,up,315,3
up,up,315,4
left,up,315,5
down,up,315,6
left,up,315,7
down,up,315,8
left,right,315,9
grip,right,316,0
down,right,316,1
down,right,316,2
right,right,316,3
up,right,316,4
down,grip,316,5
down,down,317,0
up,right,317,1
down,right,317,2
right,right,317,3
right,right,317,4
up,right,317,5
grip,right,317,6
left,right,317,7
grip,grip,317,8
grip,down,318,0
left,down,318,1
up,grip,318,10
down,down,318,2
grip,down,318,3
grip,down,318,4
down,down,318,5
grip,right,318,6
grip,right,318,7
right,right,318,8
left,right,318,9
right,down,319,0
grip,down,319,1
grip,down,319,2
up,right,319,3
up,right,319,4
down,right,319,5
grip,right,319,6
left,right,319,7
down,right,319,8
left,grip,319,9
left,up,32,0
grip,up,32,1
right,grip,32,10
right,up,32,2
up,up,32,3
down,up,32,4
grip,up,32,5
right,up,32,6
down,left,32,7
up,left,32,8
up,left,32,9
grip,up,320,0
right,up,320,1
up,left,320,10
right,left,320,11
right,left,320,12
right,left,320,13
up,left,320,14
grip,left,320,15
left,left,320,16
right,left,320,17
down,grip,320,18
up,up,320,2
down,up,320,3
right,up,320,4
grip,up,320,5
up,up,320,6
left,up,320,7
left,left,320,8
up,left,320,9
down,up,321,0
down,up,321,1
left,left,321,10
down,left,321,11
left,grip,321,12
up,up,321,2
grip,up,321,3
grip,up,321,4
grip,up,321,5
right,up,321,6
left,up,321,7
grip,left,321,8
down,left,321,9
right,up,322,0
down,left,322,1
right,left,322,2
left,left,322,3
left,left,322,4
up,left,322,5
up,left,322,6
right,grip,322,7
up,left,323,0
down,left,323,1
down,left,323,2
grip,left,323,3
right,left,323,4
down,grip,323,5
up,down,324,0
down,down,324,1
left,left,324,2
down,left,324,3
left,left,324,4
up,left,324,5
up,left,324,6
down,grip,324,7
down,down,325,0
grip,down,325,1
grip,left,325,10
up,grip,325,11
right,down,325,2
up,down,325,3
left,down,325,4
up,left,325,5
right,left,325,6
left,left,325,7
left,left,325,8
up,left,325,9
left,up,326,0
left,up,326,1
left,up,326,2
up,up,326,3
grip,up,326,4
up,right,326,5
up,grip,326,6
left,up,327,0
right,up,327,1
right,up,327,2
right,up,327,3
down,up,327,4
right,left,327,5
left,grip,327,6
down,down,328,0
grip,down,328,1
up,left,328,2
up,grip,328,3
up,down,329,0
left,down,329,1
down,grip,329,2
grip,up,33,0
left,up,33,1
right,up,33,2
left,left,33,3
up,left,33,4
up,grip,33,5
up,up,330,0
up,up,330,1
down,right,330,10
up,right,330,11
left,right,330,12
grip,grip,330,13
down,up,330,2
left,up,330,3
down,up,330,4
left,up,330,5
right,up,330,6
grip,up,330,7
right,up,330,8
down,up,330,9
grip,up,331,0
down,up,331,1
left,up,331,2
left,right,331,3
grip,right,331,4
left,grip,331,5
right,right,332,0
right,right,332,1
right,grip,332,2
down,down,333,0
down,right,333,1
right,right,333,2
right,right,333,3
right,right,333,4
down,right,333,5
right,grip,333,6
right,down,334,0
left,down,334,1
left,down,334,2
up,down,334,3
grip,down,334,4
left,right,334,5
down,right,334,6
right,right,334,7
left,right,334,8
right,grip,334,9
grip,down,335,0
right,down,335,1
up,down,335,2
up,down,335,3
right,down,335,4
grip,right,335,5
left,right,335,6
grip,grip,335,7
up,up,336,0
left,up,336,1
right,up,336,2
left,up,336,3
right,up,336,4
left,left,336,5
up,left,336,6
left,left,336,7
left,grip,336,8
left,up,337,0
left,up,337,1
down,left,337,10
down,left,337,11
down,left,337,12
down,grip,337,13
down,up,337,2
down,up,337,3
grip,up,337,4
left,up,337,5
left,up,337,6
down,left,337,7
left,left,337,8
down,left,337,9
up,down,338,0
grip,left,338,1
up,left,338,2
left,left,338,3
left,grip,338,4
left,down,339,0
down,left,339,1
grip,left,339,2
grip,left,339,3
right,left,339,4
down,grip,339,5
left,down,34,0
right,left,34,1
down,left,34,2
right,left,34,3
right,left,34,4
grip,grip,34,5
down,down,340,0
left,down,340,1
left,grip,340,10
down,down,340,2
right,down,340,3
left,down,340,4
grip,down,340,5
grip,down,340,6
grip,left,340,7
down,left,340,8
left,left,340,9
up,down,341,0
grip,down,341,1
left,down,341,2
down,down,341,3
grip,down,341,4
right,left,341,5
right,left,341,6
up,left,341,7
left,grip,341,8
down,up,342,0
grip,up,342,1
down,up,342,2
down,up,342,3
left,right,342,4
down,grip,342,5
grip,up,343,0
down,up,343,1
down,up,343,2
up,up,343,3
right,up,343,4
left,up,343,5
up,left,343,6
down,grip,343,7
right,down,344,0
down,down,344,1
down,down,344,2
grip,down,344,3
grip,right,344,4
left,grip,344,5
right,down,345,0
right,down,345,1
grip,grip,345,2
right,up,346,0
down,up,346,1
grip,right,346,10
left,right,346,11
up,right,346,12
up,grip,346,13
up,up,346,2
right,up,346,3
right,up,346,4
right,up,346,5
down,up,346,6
left,up,346,7
grip,up,346,8
up,up,346,9
up,up,347,0
left,up,347,1
down,right,347,10
right,grip,347,11
down,up,347,2
left,up,347,3
down,up,347,4
grip,up,347,5
left,right,347,6
left,right,347,7
down,right,347,8
up,right,347,9
down,down,348,0
left,right,348,1
down,right,348,2
down,right,348,3
up,right,348,4
up,right,348,5
left,right,348,6
up,grip,348,7
grip,up,349,0
up,right,349,1
grip,right,349,2
up,right,349,3
grip,right,349,4
up,right,349,5
right,right,349,6
left,right,349,7
down,grip,349,8
down,down,35,0
up,left,35,1
right,left,35,2
left,left,35,3
grip,left,35,4
left,left,35,5
grip,left,35,6
right,left,35,7
right,grip,35,8
left,down,350,0
down,down,350,1
grip,down,350,2
left,down,350,3
grip,right,350,4
down,right,350,5
right,grip,350,6
grip,down,351,0
left,down,351,1
left,grip,351,10
up,down,351,2
up,down,351,3
left,down,351,4
down,down,351,5
up,down,351,6
down,right,351,7
down,right,351,8
down,right,351,9
up,up,352,0
down,up,352,1
right,left,352,2
up,left,352,3
grip,left,352,4
grip,left,352,5
down,left,352,6
up,grip,352,7
down,up,353,0
grip,up,353,1
grip,up,353,2
grip,up,353,3
grip,up,353,4
right,up,353,5
right,up,353,6
right,left,353,7
right,left,353,8
up,grip,353,9
up,left,354,0
right,left,354,1
up,grip,354,2
right,down,355,0
left,left,355,1
down,grip,355,10
left,left,355,2
down,left,355,3
grip,left,355,4
up,left,355,5
up,left,355,6
right,left,355,7
left,left,355,8
left,left,355,9
grip,down,356,0
right,down,356,1
down,left,356,10
down,left,356,11
grip,left,356,12
down,left,356,13
right,left,356,14
left,left,356,15
grip,grip,356,16
down,down,356,2
grip,down,356,3
up,down,356,4
left,down,356,5
left,down,356,6
up,left,356,7
up,left,356,8
down,left,356,9
right,down,357,0
grip,down,357,1
down,left,357,2
grip,left,357,3
right,left,357,4
up,left,357,5
up,left,357,6
grip,grip,357,7
right,up,358,0
down,up,358,1
grip,up,358,2
up,up,358,3
grip,up,358,4
down,right,358,5
down,right,358,6
up,grip,358,7
right,up,359,0
left,up,359,1
grip,right,359,2
down,right,359,3
up,grip,359,4
down,down,36,0
left,down,36,1
grip,left,36,10
left,left,36,11
up,left,36,12
grip,left,36,13
right,left,36,14
up,left,36,15
up,grip,36,16
down,down,36,2
left,down,36,3
up,down,36,4
right,down,36,5
right,down,36,6
up,left,36,7
left,left,36,8
grip,left,36,9
grip,down,360,0
down,down,360,1
up,down,360,2
left,down,360,3
right,down,360,4
right,right,360,5
grip,right,360,6
up,grip,360,7
down,down,361,0
left,down,361,1
right,down,361,2
grip,down,361,3
right,down,361,4
grip,down,361,5
left,right,361,6
up,grip,361,7
up,up,362,0
left,up,362,1
up,up,362,2
down,right,362,3
down,right,362,4
left,right,362,5
right,right,362,6
grip,right,362,7
grip,grip,362,8
up,up,363,0
down,up,363,1
left,right,363,10
up,right,363,11
grip,right,363,12
left,right,363,13
right,right,363,14
right,right,363,15
right,right,363,16
grip,grip,363,17
up,up,363,2
right,up,363,3
right,up,363,4
up,up,363,5
right,up,363,6
up,up,363,7
down,up,363,8
down,up,363,9
up,up,364,0
up,right,364,1
down,right,364,2
right,right,364,3
left,right,364,4
left,right,364,5
right,grip,364,6
left,down,365,0
grip,right,365,1
right,right,365,2
left,right,365,3
left,right,365,4
right,right,365,5
down,right,365,6
down,right,365,7
up,right,365,8
left,grip,365,9
up,down,366,0
right,down,366,1
grip,down,366,2
left,down,366,3
left,down,366,4
down,down,366,5
left,right,366,6
down,right,366,7
up,right,366,8
right,grip,366,9
up,down,367,0
up,down,367,1
left,grip,367,10
grip,right,367,2
up,right,367,3
up,right,367,4
up,right,367,5
grip,right,367,6
down,right,367,7
right,right,367,8
grip,right,367,9
grip,up,368,0
down,up,368,1
right,left,368,10
grip,left,368,11
grip,left,368,12
down,grip,368,13
grip,up,368,2
down,up,368,3
down,up,368,4
grip,up,368,5
down,left,368,6
right,left,368,7
up,left,368,8
down,left,368,9
up,up,369,0
grip,up,369,1
up,grip,369,10
left,up,369,2
left,up,369,3
grip,left,369,4
right,left,369,5
grip,left,369,6
right,left,369,7
left,left,369,8
grip,left,369,9
up,down,37,0
down,down,37,1
up,left,37,10
up,left,37,11
down,grip,37,12
down,down,37,2
right,down,37,3
up,down,37,4
down,down,37,5
left,down,37,6
grip,left,37,7
grip,left,37,8
up,left,37,9
right,up,370,0
right,left,370,1
up,left,370,2
right,left,370,3
grip,left,370,4
left,left,370,5
down,left,370,6
up,grip,370,7
down,left,371,0
grip,left,371,1
grip,left,371,2
up,left,371,3
down,left,371,4
grip,left,371,5
left,left,371,6
right,grip,371,7
up,down,372,0
right,down,372,1
down,down,372,2
down,down,372,3
left,down,372,4
grip,left,372,5
up,left,372,6
right,left,372,7
down,left,372,8
grip,grip,372,9
down,down,373,0
grip,down,373,1
left,left,373,10
up,left,373,11
down,grip,373,12
up,down,373,2
right,down,373,3
left,left,373,4
grip,left,373,5
left,left,373,6
grip,left,373,7
up,left,373,8
left,left,373,9
right,up,374,0
grip,up,374,1
grip,up,374,2
right,right,374,3
up,grip,374,4
up,up,375,0
left,up,375,1
grip,right,375,2
grip,grip,375,3
grip,down,376,0
down,down,376,1
right,down,376,2
down,down,376,3
grip,down,376,4
down,grip,376,5
down,down,377,0
up,down,377,1
left,down,377,2
up,down,377,3
left,down,377,4
left,left,377,5
grip,grip,377,6
left,up,378,0
left,up,378,1
right,up,378,2
left,right,378,3
up,right,378,4
grip,right,378,5
right,right,378,6
right,grip,378,7
up,up,379,0
right,up,379,1
left,right,379,10
up,grip,379,11
grip,up,379,2
right,up,379,3
down,up,379,4
right,right,379,5
left,right,379,6
left,right,379,7
right,right,379,8
down,right,379,9
up,up,38,0
up,up,38,1
grip,right,38,10
right,grip,38,11
left,up,38,2
left,up,38,3
left,up,38,4
up,up,38,5
right,up,38,6
left,up,38,7
grip,up,38,8
grip,up,38,9
down,down,380,0
grip,right,380,1
up,right,380,2
down,right,380,3
left,right,380,4
right,right,380,5
grip,right,380,6
up,grip,380,7
left,right,381,0
grip,right,381,1
down,right,381,2
up,right,381,3
right,right,381,4
left,grip,381,5
right,down,382,0
up,down,382,1
left,right,382,10
down,right,382,11
right,right,382,12
down,grip,382,13
left,down,382,2
grip,down,382,3
right,down,382,4
left,down,382,5
grip,right,382,6
down,right,382,7
right,right,382,8
up,right,382,9
left,down,383,0
right,down,383,1
left,down,383,2
left,right,383,3
up,right,383,4
grip,right,383,5
right,right,383,6
up,right,383,7
up,right,383,8
down,grip,383,9
left,up,384,0
grip,up,384,1
down,up,384,2
down,up,384,3
down,up,384,4
down,up,384,5
down,up,384,6
right,up,384,7
right,left,384,8
down,grip,384,9
left,up,385,0
right,up,385,1
down,grip,385,10
left,up,385,2
left,up,385,3
grip,up,385,4
grip,up,385,5
down,up,385,6
grip,left,385,7
grip,left,385,8
up,left,385,9
up,up,386,0
grip,left,386,1
grip,left,386,2
right,left,386,3
up,grip,386,4
right,up,387,0
down,left,387,1
down,grip,387,10
up,left,387,2
right,left,387,3
right,left,387,4
down,left,387,5
grip,left,387,6
grip,left,387,7
down,left,387,8
up,left,387,9
grip,down,388,0
up,down,388,1
left,left,388,10
up,left,388,11
grip,left,388,12
left,left,388,13
grip,grip,388,14
right,down,388,2
right,down,388,3
left,down,388,4
left,left,388,5
left,left,388,6
up,left,388,7
grip,left,388,8
grip,left,388,9
up,down,389,0
up,down,389,1
right,down,389,2
right,left,389,3
left,left,389,4
grip,grip,389,5
down,up,39,0
up,up,39,1
left,up,39,2
right,right,39,3
right,grip,39,4
right,up,390,0
left,up,390,1
grip,up,390,2
left,up,390,3
grip,up,390,4
right,right,390,5
up,grip,390,6
right,up,391,0
right,up,391,1
grip,up,391,2
down,up,391,3
right,up,391,4
up,up,391,5
grip,up,391,6
grip,right,391,7
grip,right,391,8
left,grip,391,9
up,down,392,0
up,down,392,1
up,down,392,2
right,down,392,3
left,down,392,4
up,right,392,5
up,grip,392,6
left,down,393,0
left,down,393,1
left,down,393,2
grip,down,393,3
down,down,393,4
right,down,393,5
down,right,393,6
left,right,393,7
left,grip,393,8
grip,up,394,0
down,up,394,1
right,right,394,2
down,right,394,3
up,right,394,4
grip,right,394,5
right,right,394,6
down,right,394,7
down,grip,394,8
left,up,395,0
grip,up,395,1
up,right,395,10
grip,right,395,11
left,right,395,12
right,right,395,13
left,right,395,14
down,right,395,15
left,right,395,16
right,grip,395,17
up,up,395,2
up,up,395,3
right,up,395,4
down,up,395,5
grip,up,395,6
down,up,395,7
down,up,395,8
grip,up,395,9
grip,up,396,0
left,right,396,1
right,right,396,2
left,right,396,3
up,right,396,4
up,right,396,5
grip,right,396,6
left,grip,396,7
down,up,397,0
right,right,397,1
down,right,397,2
right,right,397,3
up,grip,397,4
down,down,398,0
up,down,398,1
up,right,398,2
right,right,398,3
down,right,398,4
right,right,398,5
right,right,398,6
left,grip,398,7
down,down,399,0
left,down,399,1
down,right,399,10
right,right,399,11
grip,grip,399,12
up,down,399,2
down,down,399,3
down,down,399,4
right,right,399,5
up,right,399,6
grip,right,399,7
down,right,399,8
right,right,399,9
left,down,4,0
down,down,4,1
down,down,4,2
grip,down,4,3
left,down,4,4
up,left,4,5
up,left,4,6
right,left,4,7
left,left,4,8
up,grip,4,9
right,down,40,0
right,down,40,1
up,down,40,2
up,down,40,3
up,right,40,4
down,grip,40,5
down,up,400,0
left,up,400,1
right,left,400,10
down,left,400,11
down,left,400,12
down,grip,400,13
down,up,400,2
down,up,400,3
left,up,400,4
left,left,400,5
up,left,400,6
left,left,400,7
right,left,400,8
grip,left,400,9
grip,up,401,0
right,up,401,1
grip,grip,401,10
up,up,401,2
down,up,401,3
right,up,401,4
up,up,401,5
left,up,401,6
down,left,401,7
right,left,401,8
up,left,401,9
down,up,402,0
grip,left,402,1
grip,left,402,10
grip,grip,402,11
left,left,402,2
up,left,402,3
left,left,402,4
down,left,402,5
up,left,402,6
grip,left,402,7
right,left,402,8
left,left,402,9
down,down,403,0
down,left,403,1
down,left,403,2
up,grip,403,3
down,down,404,0
right,down,404,1
down,left,404,10
right,left,404,11
grip,left,404,12
left,left,404,13
down,grip,404,14
right,down,404,2
up,down,404,3
up,down,404,4
up,left,404,5
grip,left,404,6
right,left,404,7
down,left,404,8
grip,left,404,9
right,down,405,0
up,down,405,1
left,left,405,2
right,left,405,3
up,left,405,4
grip,left,405,5
grip,left,405,6
down,left,405,7
down,left,405,8
grip,grip,405,9
up,up,406,0
grip,up,406,1
up,up,406,2
down,up,406,3
left,up,406,4
grip,up,406,5
down,up,406,6
down,grip,406,7
up,up,407,0
right,up,407,1
right,up,407,2
left,up,407,3
right,up,407,4
right,up,407,5
right,up,407,6
grip,right,407,7
down,grip,407,8
left,down,408,0
grip,down,408,1
grip,down,408,2
right,down,408,3
grip,right,408,4
left,grip,408,5
up,down,409,0
right,down,409,1
up,down,409,2
grip,down,409,3
up,down,409,4
left,down,409,5
grip,down,409,6
left,left,409,7
grip,grip,409,8
up,down,41,0
up,down,41,1
grip,down,41,2
up,down,41,3
up,down,41,4
down,down,41,5
down,left,41,6
grip,grip,41,7
right,up,410,0
down,up,410,1
left,right,410,10
grip,right,410,11
right,grip,410,12
grip,up,410,2
up,up,410,3
right,up,410,4
up,up,410,5
down,up,410,6
right,up,410,7
up,up,410,8
left,up,410,9
up,up,411,0
right,up,411,1
grip,right,411,10
grip,right,411,11
left,right,411,12
up,grip,411,13
grip,up,411,2
up,up,411,3
up,up,411,4
grip,up,411,5
grip,up,411,6
down,up,411,7
right,up,411,8
grip,up,411,9
up,up,412,0
right,right,412,1
right,right,412,2
down,right,412,3
right,right,412,4
up,right,412,5
grip,right,412,6
down,grip,412,7
down,down,413,0
left,right,413,1
grip,right,413,2
grip,right,413,3
down,grip,413,4
grip,down,414,0
right,down,414,1
up,right,414,10
up,right,414,11
right,right,414,12
up,grip,414,13
left,down,414,2
down,down,414,3
grip,down,414,4
up,down,414,5
down,right,414,6
up,right,414,7
left,right,414,8
grip,right,414,9
right,down,415,0
grip,down,415,1
left,right,415,2
down,right,415,3
down,right,415,4
left,right,415,5
right,grip,415,6
down,up,416,0
left,up,416,1
left,left,416,10
up,left,416,11
left,left,416,12
up,left,416,13
grip,left,416,14
grip,grip,416,15
grip,up,416,2
up,up,416,3
left,up,416,4
right,left,416,5
down,left,416,6
right,left,416,7
grip,left,416,8
up,left,416,9
left,up,417,0
left,up,417,1
left,left,417,2
left,left,417,3
up,left,417,4
grip,left,417,5
down,left,417,6
right,left,417,7
down,grip,417,8
up,down,418,0
right,left,418,1
right,left,418,2
up,left,418,3
grip,left,418,4
